unit_id,cycle,dataset,anomaly_score,status,top_abnormal_sensors
1,42,FD001,20.325,NORMAL,"sensor_11, sensor_9, sensor_8"
1,43,FD001,20.0259,NORMAL,"sensor_12, sensor_4, sensor_7"
1,44,FD001,18.6328,NORMAL,"sensor_13, sensor_11, sensor_21"
1,45,FD001,14.4332,NORMAL,"sensor_17, sensor_12, sensor_2"
1,46,FD001,11.7817,NORMAL,"sensor_17, sensor_9, sensor_2"
1,47,FD001,14.8836,NORMAL,"sensor_3, sensor_21, sensor_14"
1,48,FD001,16.2681,NORMAL,"sensor_9, sensor_15, sensor_2"
1,49,FD001,17.8898,NORMAL,"sensor_12, sensor_4, sensor_14"
1,50,FD001,12.8014,NORMAL,"sensor_2, sensor_13, sensor_20"
1,51,FD001,13.5739,NORMAL,"sensor_15, sensor_8, sensor_11"
1,52,FD001,16.1497,NORMAL,"sensor_7, sensor_17, sensor_4"
1,53,FD001,12.4824,NORMAL,"sensor_3, sensor_14, sensor_15"
1,54,FD001,12.8371,NORMAL,"sensor_21, sensor_3, sensor_12"
1,55,FD001,15.0709,NORMAL,"sensor_13, sensor_20, sensor_7"
1,56,FD001,19.2934,NORMAL,"sensor_20, sensor_8, sensor_9"
1,57,FD001,11.6247,NORMAL,"sensor_7, sensor_12, sensor_13"
1,58,FD001,16.2155,NORMAL,"sensor_17, sensor_8, sensor_2"
1,59,FD001,15.4262,NORMAL,"sensor_12, sensor_3, sensor_21"
1,60,FD001,15.0903,NORMAL,"sensor_15, sensor_17, sensor_11"
1,61,FD001,19.817,NORMAL,"sensor_8, sensor_13, sensor_4"
1,62,FD001,22.539,NORMAL,"sensor_13, sensor_8, sensor_21"
1,63,FD001,13.9072,NORMAL,"sensor_11, sensor_4, sensor_17"
1,64,FD001,12.3803,NORMAL,"sensor_14, sensor_9, sensor_11"
1,65,FD001,9.2178,NORMAL,"sensor_13, sensor_11, sensor_9"
1,66,FD001,18.1365,NORMAL,"sensor_9, sensor_11, sensor_15"
1,67,FD001,18.771,NORMAL,"sensor_12, sensor_14, sensor_15"
1,68,FD001,14.4962,NORMAL,"sensor_2, sensor_3, sensor_4"
1,69,FD001,14.8776,NORMAL,"sensor_7, sensor_3, sensor_14"
1,70,FD001,9.6288,NORMAL,"sensor_21, sensor_13, sensor_8"
1,71,FD001,17.835,NORMAL,"sensor_8, sensor_20, sensor_14"
1,72,FD001,15.719,NORMAL,"sensor_4, sensor_3, sensor_15"
1,73,FD001,14.8171,NORMAL,"sensor_4, sensor_20, sensor_3"
1,74,FD001,15.2997,NORMAL,"sensor_2, sensor_13, sensor_11"
1,75,FD001,21.0349,NORMAL,"sensor_15, sensor_4, sensor_9"
1,76,FD001,23.7349,NORMAL,"sensor_17, sensor_14, sensor_9"
1,77,FD001,17.4117,NORMAL,"sensor_17, sensor_21, sensor_7"
1,78,FD001,22.4334,NORMAL,"sensor_15, sensor_13, sensor_12"
1,79,FD001,19.4452,NORMAL,"sensor_17, sensor_21, sensor_14"
1,80,FD001,18.0937,NORMAL,"sensor_11, sensor_4, sensor_3"
1,81,FD001,7.6577,NORMAL,"sensor_8, sensor_14, sensor_20"
1,82,FD001,18.8842,NORMAL,"sensor_21, sensor_8, sensor_11"
1,83,FD001,13.176,NORMAL,"sensor_4, sensor_11, sensor_7"
1,84,FD001,10.3933,NORMAL,"sensor_20, sensor_4, sensor_21"
1,85,FD001,8.787,NORMAL,"sensor_12, sensor_8, sensor_9"
1,86,FD001,10.4775,NORMAL,"sensor_21, sensor_17, sensor_2"
1,87,FD001,11.3493,NORMAL,"sensor_4, sensor_8, sensor_12"
1,88,FD001,15.9886,NORMAL,"sensor_15, sensor_3, sensor_7"
1,89,FD001,8.9792,NORMAL,"sensor_9, sensor_14, sensor_15"
1,90,FD001,16.9577,NORMAL,"sensor_7, sensor_21, sensor_4"
1,91,FD001,19.0593,NORMAL,"sensor_20, sensor_17, sensor_13"
1,92,FD001,13.1426,NORMAL,"sensor_2, sensor_8, sensor_4"
1,93,FD001,8.4197,NORMAL,"sensor_3, sensor_21, sensor_2"
1,94,FD001,9.5959,NORMAL,"sensor_8, sensor_20, sensor_9"
1,95,FD001,19.3763,NORMAL,"sensor_13, sensor_3, sensor_20"
1,96,FD001,18.2096,NORMAL,"sensor_4, sensor_7, sensor_14"
1,97,FD001,20.8387,NORMAL,"sensor_3, sensor_14, sensor_9"
1,98,FD001,24.2363,NORMAL,"sensor_12, sensor_7, sensor_14"
1,99,FD001,14.5797,NORMAL,"sensor_21, sensor_13, sensor_9"
1,100,FD001,12.9366,NORMAL,"sensor_11, sensor_21, sensor_7"
1,101,FD001,10.0737,NORMAL,"sensor_9, sensor_14, sensor_11"
1,102,FD001,5.0702,NORMAL,"sensor_8, sensor_9, sensor_15"
1,103,FD001,9.1016,NORMAL,"sensor_14, sensor_20, sensor_9"
1,104,FD001,10.0732,NORMAL,"sensor_12, sensor_15, sensor_11"
1,105,FD001,15.2448,NORMAL,"sensor_14, sensor_11, sensor_17"
1,106,FD001,17.4934,NORMAL,"sensor_15, sensor_20, sensor_2"
1,107,FD001,25.6267,NORMAL,"sensor_17, sensor_3, sensor_20"
1,108,FD001,15.3924,NORMAL,"sensor_2, sensor_13, sensor_7"
1,109,FD001,23.3136,NORMAL,"sensor_15, sensor_13, sensor_4"
1,110,FD001,16.8609,NORMAL,"sensor_21, sensor_13, sensor_15"
1,111,FD001,14.5079,NORMAL,"sensor_21, sensor_13, sensor_11"
1,112,FD001,16.0202,NORMAL,"sensor_11, sensor_8, sensor_7"
1,113,FD001,12.7534,NORMAL,"sensor_13, sensor_7, sensor_9"
1,114,FD001,9.5043,NORMAL,"sensor_9, sensor_7, sensor_13"
1,115,FD001,8.5912,NORMAL,"sensor_3, sensor_12, sensor_14"
1,116,FD001,15.764,NORMAL,"sensor_3, sensor_14, sensor_13"
1,117,FD001,15.4801,NORMAL,"sensor_17, sensor_21, sensor_12"
1,118,FD001,10.9876,NORMAL,"sensor_14, sensor_2, sensor_12"
1,119,FD001,16.6707,NORMAL,"sensor_9, sensor_3, sensor_14"
1,120,FD001,15.8321,NORMAL,"sensor_15, sensor_2, sensor_14"
1,121,FD001,15.7417,NORMAL,"sensor_9, sensor_20, sensor_4"
1,122,FD001,10.6272,NORMAL,"sensor_2, sensor_8, sensor_12"
1,123,FD001,10.2904,NORMAL,"sensor_7, sensor_2, sensor_13"
1,124,FD001,11.3987,NORMAL,"sensor_7, sensor_15, sensor_9"
1,125,FD001,12.5791,NORMAL,"sensor_11, sensor_7, sensor_20"
1,126,FD001,15.5928,NORMAL,"sensor_4, sensor_8, sensor_3"
1,127,FD001,18.2384,NORMAL,"sensor_15, sensor_4, sensor_11"
1,128,FD001,9.8028,NORMAL,"sensor_12, sensor_9, sensor_13"
1,129,FD001,10.3667,NORMAL,"sensor_12, sensor_15, sensor_2"
1,130,FD001,15.2406,NORMAL,"sensor_15, sensor_14, sensor_17"
1,131,FD001,11.4672,NORMAL,"sensor_17, sensor_21, sensor_11"
1,132,FD001,13.3496,NORMAL,"sensor_20, sensor_3, sensor_8"
1,133,FD001,9.7016,NORMAL,"sensor_20, sensor_12, sensor_7"
1,134,FD001,11.3881,NORMAL,"sensor_11, sensor_4, sensor_3"
1,135,FD001,11.4968,NORMAL,"sensor_11, sensor_12, sensor_17"
1,136,FD001,14.823,NORMAL,"sensor_21, sensor_8, sensor_7"
1,137,FD001,10.6694,NORMAL,"sensor_11, sensor_9, sensor_3"
1,138,FD001,11.2094,NORMAL,"sensor_13, sensor_20, sensor_21"
1,139,FD001,10.498,NORMAL,"sensor_14, sensor_12, sensor_8"
1,140,FD001,18.4542,NORMAL,"sensor_7, sensor_13, sensor_9"
1,141,FD001,17.8428,NORMAL,"sensor_14, sensor_4, sensor_15"
1,142,FD001,16.8334,NORMAL,"sensor_12, sensor_3, sensor_17"
1,143,FD001,10.8253,NORMAL,"sensor_4, sensor_21, sensor_3"
1,144,FD001,15.2054,NORMAL,"sensor_8, sensor_2, sensor_15"
1,145,FD001,15.7539,NORMAL,"sensor_17, sensor_21, sensor_20"
1,146,FD001,10.875,NORMAL,"sensor_3, sensor_17, sensor_7"
1,147,FD001,8.4423,NORMAL,"sensor_11, sensor_9, sensor_2"
1,148,FD001,9.1851,NORMAL,"sensor_9, sensor_15, sensor_17"
1,149,FD001,18.0935,NORMAL,"sensor_11, sensor_9, sensor_15"
1,150,FD001,17.9811,NORMAL,"sensor_13, sensor_12, sensor_15"
1,151,FD001,21.9247,NORMAL,"sensor_20, sensor_13, sensor_7"
1,152,FD001,21.9314,NORMAL,"sensor_4, sensor_14, sensor_12"
1,153,FD001,12.1365,NORMAL,"sensor_21, sensor_20, sensor_3"
1,154,FD001,14.1454,NORMAL,"sensor_15, sensor_20, sensor_3"
1,155,FD001,15.1046,NORMAL,"sensor_14, sensor_12, sensor_15"
1,156,FD001,27.605,NORMAL,"sensor_8, sensor_4, sensor_3"
1,157,FD001,23.9999,NORMAL,"sensor_2, sensor_17, sensor_3"
1,158,FD001,19.8765,NORMAL,"sensor_13, sensor_21, sensor_15"
1,159,FD001,26.25,NORMAL,"sensor_13, sensor_7, sensor_11"
1,160,FD001,39.702,NORMAL,"sensor_2, sensor_20, sensor_17"
1,161,FD001,22.3121,NORMAL,"sensor_21, sensor_12, sensor_11"
1,162,FD001,27.6409,NORMAL,"sensor_15, sensor_21, sensor_4"
1,163,FD001,34.9396,NORMAL,"sensor_21, sensor_15, sensor_11"
1,164,FD001,32.052,NORMAL,"sensor_13, sensor_7, sensor_3"
1,165,FD001,32.5745,NORMAL,"sensor_9, sensor_4, sensor_11"
1,166,FD001,30.6302,NORMAL,"sensor_14, sensor_12, sensor_8"
1,167,FD001,26.8186,NORMAL,"sensor_8, sensor_13, sensor_21"
1,168,FD001,25.3452,NORMAL,"sensor_9, sensor_2, sensor_12"
1,169,FD001,29.1925,NORMAL,"sensor_9, sensor_8, sensor_3"
1,170,FD001,35.1178,NORMAL,"sensor_17, sensor_13, sensor_7"
1,171,FD001,34.8185,NORMAL,"sensor_11, sensor_12, sensor_17"
1,172,FD001,41.8657,NORMAL,"sensor_11, sensor_7, sensor_15"
1,173,FD001,36.8452,NORMAL,"sensor_4, sensor_15, sensor_17"
1,174,FD001,34.4755,NORMAL,"sensor_21, sensor_3, sensor_15"
1,175,FD001,38.059,NORMAL,"sensor_3, sensor_2, sensor_7"
1,176,FD001,34.1798,NORMAL,"sensor_12, sensor_4, sensor_11"
1,177,FD001,44.6758,NORMAL,"sensor_17, sensor_2, sensor_3"
1,178,FD001,46.6393,NORMAL,"sensor_14, sensor_3, sensor_4"
1,179,FD001,49.2071,NORMAL,"sensor_20, sensor_8, sensor_13"
1,180,FD001,41.3571,NORMAL,"sensor_20, sensor_13, sensor_21"
1,181,FD001,48.668,NORMAL,"sensor_20, sensor_17, sensor_14"
1,182,FD001,52.4448,WARNING,"sensor_2, sensor_15, sensor_8"
1,183,FD001,44.2892,NORMAL,"sensor_7, sensor_8, sensor_4"
1,184,FD001,65.3152,WARNING,"sensor_4, sensor_21, sensor_7"
1,185,FD001,52.9106,WARNING,"sensor_8, sensor_11, sensor_14"
1,186,FD001,52.5446,WARNING,"sensor_9, sensor_14, sensor_15"
1,187,FD001,62.7663,WARNING,"sensor_12, sensor_11, sensor_8"
1,188,FD001,66.0409,WARNING,"sensor_21, sensor_8, sensor_9"
1,189,FD001,68.3105,WARNING,"sensor_13, sensor_7, sensor_2"
1,190,FD001,75.4666,WARNING,"sensor_11, sensor_13, sensor_17"
1,191,FD001,69.5007,WARNING,"sensor_17, sensor_12, sensor_2"
1,192,FD001,71.5334,WARNING,"sensor_9, sensor_21, sensor_14"
2,1,FD001,81.7346,CRITICAL,"sensor_1, sensor_12, sensor_20"
2,2,FD001,50.7165,WARNING,"sensor_14, sensor_4, sensor_21"
2,3,FD001,59.7529,WARNING,"sensor_2, sensor_4, sensor_7"
2,4,FD001,46.407,NORMAL,"sensor_21, sensor_9, sensor_13"
2,5,FD001,63.2988,WARNING,"sensor_3, sensor_17, sensor_4"
2,6,FD001,49.2923,NORMAL,"sensor_2, sensor_3, sensor_12"
2,7,FD001,47.438,NORMAL,"sensor_12, sensor_2, sensor_8"
2,8,FD001,45.8953,NORMAL,"sensor_2, sensor_3, sensor_12"
2,9,FD001,63.2058,WARNING,"sensor_14, sensor_17, sensor_21"
2,10,FD001,62.2656,WARNING,"sensor_21, sensor_12, sensor_9"
2,11,FD001,38.6171,NORMAL,"sensor_15, sensor_20, sensor_13"
2,12,FD001,49.1907,NORMAL,"sensor_9, sensor_12, sensor_8"
2,13,FD001,47.8947,NORMAL,"sensor_20, sensor_8, sensor_11"
2,14,FD001,43.1482,NORMAL,"sensor_12, sensor_9, sensor_20"
2,15,FD001,28.4266,NORMAL,"sensor_7, sensor_17, sensor_15"
2,16,FD001,35.2406,NORMAL,"sensor_14, sensor_11, sensor_4"
2,17,FD001,36.0983,NORMAL,"sensor_7, sensor_13, sensor_4"
2,18,FD001,30.213,NORMAL,"sensor_12, sensor_3, sensor_14"
2,19,FD001,35.6882,NORMAL,"sensor_3, sensor_7, sensor_9"
2,20,FD001,36.152,NORMAL,"sensor_13, sensor_2, sensor_21"
2,21,FD001,40.6353,NORMAL,"sensor_20, sensor_21, sensor_11"
2,22,FD001,33.5883,NORMAL,"sensor_12, sensor_8, sensor_14"
2,23,FD001,38.0893,NORMAL,"sensor_21, sensor_17, sensor_4"
2,24,FD001,37.7493,NORMAL,"sensor_7, sensor_20, sensor_13"
2,25,FD001,27.917,NORMAL,"sensor_9, sensor_2, sensor_3"
2,26,FD001,37.4455,NORMAL,"sensor_15, sensor_3, sensor_20"
2,27,FD001,31.8148,NORMAL,"sensor_9, sensor_11, sensor_8"
2,28,FD001,46.0648,NORMAL,"sensor_11, sensor_17, sensor_13"
2,29,FD001,39.5414,NORMAL,"sensor_17, sensor_14, sensor_9"
2,30,FD001,35.4663,NORMAL,"sensor_3, sensor_15, sensor_2"
2,31,FD001,43.4897,NORMAL,"sensor_15, sensor_14, sensor_20"
2,32,FD001,49.5545,NORMAL,"sensor_9, sensor_2, sensor_17"
2,33,FD001,32.5386,NORMAL,"sensor_17, sensor_7, sensor_14"
2,34,FD001,34.6909,NORMAL,"sensor_9, sensor_20, sensor_11"
2,35,FD001,40.9041,NORMAL,"sensor_21, sensor_17, sensor_2"
2,36,FD001,35.2022,NORMAL,"sensor_2, sensor_15, sensor_14"
2,37,FD001,35.6191,NORMAL,"sensor_8, sensor_15, sensor_12"
2,38,FD001,31.7606,NORMAL,"sensor_13, sensor_2, sensor_4"
2,39,FD001,34.9371,NORMAL,"sensor_12, sensor_9, sensor_13"
2,40,FD001,28.9749,NORMAL,"sensor_20, sensor_9, sensor_4"
2,41,FD001,25.7739,NORMAL,"sensor_21, sensor_2, sensor_8"
2,42,FD001,35.4563,NORMAL,"sensor_8, sensor_15, sensor_9"
2,43,FD001,33.0829,NORMAL,"sensor_11, sensor_12, sensor_4"
2,44,FD001,24.8128,NORMAL,"sensor_13, sensor_4, sensor_8"
2,45,FD001,28.0743,NORMAL,"sensor_17, sensor_14, sensor_3"
2,46,FD001,38.4291,NORMAL,"sensor_3, sensor_12, sensor_17"
2,47,FD001,28.4884,NORMAL,"sensor_7, sensor_11, sensor_2"
2,48,FD001,27.731,NORMAL,"sensor_20, sensor_13, sensor_3"
2,49,FD001,33.7431,NORMAL,"sensor_2, sensor_20, sensor_17"
2,50,FD001,29.923,NORMAL,"sensor_13, sensor_4, sensor_12"
2,51,FD001,29.1633,NORMAL,"sensor_11, sensor_21, sensor_7"
2,52,FD001,47.4673,NORMAL,"sensor_6, sensor_2, sensor_4"
2,53,FD001,33.8609,NORMAL,"sensor_11, sensor_21, sensor_8"
2,54,FD001,32.589,NORMAL,"sensor_4, sensor_14, sensor_9"
2,55,FD001,56.9568,WARNING,"sensor_6, sensor_4, sensor_9"
2,56,FD001,50.3838,WARNING,"sensor_12, sensor_4, sensor_14"
2,57,FD001,39.507,NORMAL,"sensor_7, sensor_13, sensor_12"
2,58,FD001,42.193,NORMAL,"sensor_11, sensor_15, sensor_14"
2,59,FD001,34.8861,NORMAL,"sensor_8, sensor_12, sensor_2"
2,60,FD001,23.4797,NORMAL,"sensor_17, sensor_12, sensor_14"
2,61,FD001,31.0664,NORMAL,"sensor_21, sensor_7, sensor_9"
2,62,FD001,27.6916,NORMAL,"sensor_3, sensor_12, sensor_15"
2,63,FD001,27.8143,NORMAL,"sensor_3, sensor_9, sensor_20"
2,64,FD001,26.4201,NORMAL,"sensor_13, sensor_2, sensor_4"
2,65,FD001,48.383,NORMAL,"sensor_6, sensor_20, sensor_11"
2,66,FD001,30.3458,NORMAL,"sensor_14, sensor_8, sensor_12"
2,67,FD001,36.0253,NORMAL,"sensor_11, sensor_8, sensor_17"
2,68,FD001,29.7232,NORMAL,"sensor_8, sensor_2, sensor_3"
2,69,FD001,31.816,NORMAL,"sensor_2, sensor_11, sensor_13"
2,70,FD001,30.5207,NORMAL,"sensor_3, sensor_14, sensor_2"
2,71,FD001,24.421,NORMAL,"sensor_14, sensor_13, sensor_21"
2,72,FD001,22.062,NORMAL,"sensor_20, sensor_21, sensor_4"
2,73,FD001,29.8936,NORMAL,"sensor_17, sensor_12, sensor_14"
2,74,FD001,43.5933,NORMAL,"sensor_6, sensor_7, sensor_9"
2,75,FD001,63.6408,WARNING,"sensor_13, sensor_6, sensor_4"
2,76,FD001,37.5142,NORMAL,"sensor_15, sensor_20, sensor_13"
2,77,FD001,39.802,NORMAL,"sensor_15, sensor_11, sensor_21"
2,78,FD001,42.5944,NORMAL,"sensor_21, sensor_9, sensor_17"
2,79,FD001,39.8075,NORMAL,"sensor_21, sensor_17, sensor_20"
2,80,FD001,36.8627,NORMAL,"sensor_12, sensor_2, sensor_3"
2,81,FD001,37.0575,NORMAL,"sensor_3, sensor_4, sensor_11"
2,82,FD001,40.2769,NORMAL,"sensor_15, sensor_20, sensor_4"
2,83,FD001,43.9103,NORMAL,"sensor_9, sensor_8, sensor_17"
2,84,FD001,36.4545,NORMAL,"sensor_13, sensor_2, sensor_11"
2,85,FD001,56.5769,WARNING,"sensor_6, sensor_8, sensor_13"
2,86,FD001,36.1194,NORMAL,"sensor_3, sensor_20, sensor_12"
2,87,FD001,41.622,NORMAL,"sensor_17, sensor_14, sensor_21"
2,88,FD001,48.9436,NORMAL,"sensor_11, sensor_6, sensor_14"
2,89,FD001,36.7636,NORMAL,"sensor_17, sensor_13, sensor_20"
2,90,FD001,36.5995,NORMAL,"sensor_12, sensor_4, sensor_20"
2,91,FD001,31.5438,NORMAL,"sensor_7, sensor_9, sensor_14"
2,92,FD001,44.7652,NORMAL,"sensor_21, sensor_20, sensor_6"
2,93,FD001,33.5257,NORMAL,"sensor_3, sensor_4, sensor_8"
2,94,FD001,28.5947,NORMAL,"sensor_11, sensor_14, sensor_12"
2,95,FD001,32.8157,NORMAL,"sensor_14, sensor_2, sensor_15"
2,96,FD001,32.6605,NORMAL,"sensor_12, sensor_15, sensor_3"
2,97,FD001,18.4435,NORMAL,"sensor_15, sensor_13, sensor_2"
2,98,FD001,28.5761,NORMAL,"sensor_2, sensor_12, sensor_21"
2,99,FD001,22.3457,NORMAL,"sensor_17, sensor_20, sensor_15"
2,100,FD001,27.2579,NORMAL,"sensor_17, sensor_20, sensor_12"
2,101,FD001,26.5048,NORMAL,"sensor_7, sensor_11, sensor_8"
2,102,FD001,33.8243,NORMAL,"sensor_6, sensor_4, sensor_2"
2,103,FD001,32.587,NORMAL,"sensor_8, sensor_4, sensor_14"
2,104,FD001,33.2007,NORMAL,"sensor_17, sensor_7, sensor_13"
2,105,FD001,22.3026,NORMAL,"sensor_11, sensor_9, sensor_7"
2,106,FD001,29.881,NORMAL,"sensor_15, sensor_9, sensor_7"
2,107,FD001,29.8085,NORMAL,"sensor_21, sensor_15, sensor_2"
2,108,FD001,22.1734,NORMAL,"sensor_20, sensor_3, sensor_4"
2,109,FD001,24.0423,NORMAL,"sensor_7, sensor_8, sensor_14"
2,110,FD001,26.1868,NORMAL,"sensor_15, sensor_11, sensor_17"
2,111,FD001,34.1404,NORMAL,"sensor_15, sensor_3, sensor_9"
2,112,FD001,23.4904,NORMAL,"sensor_11, sensor_9, sensor_2"
2,113,FD001,29.2074,NORMAL,"sensor_9, sensor_4, sensor_21"
2,114,FD001,29.2687,NORMAL,"sensor_7, sensor_3, sensor_11"
2,115,FD001,28.8893,NORMAL,"sensor_17, sensor_21, sensor_11"
2,116,FD001,28.2942,NORMAL,"sensor_11, sensor_12, sensor_14"
2,117,FD001,20.9587,NORMAL,"sensor_15, sensor_2, sensor_17"
2,118,FD001,25.6808,NORMAL,"sensor_13, sensor_21, sensor_15"
2,119,FD001,18.7584,NORMAL,"sensor_20, sensor_2, sensor_4"
2,120,FD001,25.4944,NORMAL,"sensor_12, sensor_8, sensor_3"
2,121,FD001,31.9359,NORMAL,"sensor_13, sensor_8, sensor_4"
2,122,FD001,24.8569,NORMAL,"sensor_7, sensor_13, sensor_14"
2,123,FD001,24.713,NORMAL,"sensor_14, sensor_3, sensor_21"
2,124,FD001,25.4301,NORMAL,"sensor_12, sensor_11, sensor_8"
2,125,FD001,18.5463,NORMAL,"sensor_9, sensor_2, sensor_7"
2,126,FD001,15.8836,NORMAL,"sensor_8, sensor_15, sensor_7"
2,127,FD001,16.7254,NORMAL,"sensor_13, sensor_15, sensor_17"
2,128,FD001,38.7287,NORMAL,"sensor_6, sensor_2, sensor_3"
2,129,FD001,47.2575,NORMAL,"sensor_6, sensor_8, sensor_21"
2,130,FD001,30.5482,NORMAL,"sensor_4, sensor_9, sensor_17"
2,131,FD001,31.9263,NORMAL,"sensor_11, sensor_4, sensor_7"
2,132,FD001,40.5245,NORMAL,"sensor_8, sensor_17, sensor_21"
2,133,FD001,32.7136,NORMAL,"sensor_12, sensor_21, sensor_3"
2,134,FD001,48.1327,NORMAL,"sensor_15, sensor_17, sensor_6"
2,135,FD001,32.0693,NORMAL,"sensor_14, sensor_3, sensor_9"
2,136,FD001,40.475,NORMAL,"sensor_17, sensor_11, sensor_12"
2,137,FD001,31.5828,NORMAL,"sensor_15, sensor_11, sensor_4"
2,138,FD001,29.3494,NORMAL,"sensor_20, sensor_7, sensor_9"
2,139,FD001,17.7893,NORMAL,"sensor_3, sensor_12, sensor_21"
2,140,FD001,22.6405,NORMAL,"sensor_13, sensor_3, sensor_9"
2,141,FD001,15.9449,NORMAL,"sensor_11, sensor_17, sensor_15"
2,142,FD001,19.2296,NORMAL,"sensor_2, sensor_8, sensor_21"
2,143,FD001,12.8034,NORMAL,"sensor_20, sensor_12, sensor_17"
2,144,FD001,16.4796,NORMAL,"sensor_20, sensor_21, sensor_7"
2,145,FD001,26.7003,NORMAL,"sensor_14, sensor_8, sensor_21"
2,146,FD001,19.3445,NORMAL,"sensor_9, sensor_4, sensor_2"
2,147,FD001,13.3143,NORMAL,"sensor_4, sensor_11, sensor_21"
2,148,FD001,14.9541,NORMAL,"sensor_2, sensor_20, sensor_12"
2,149,FD001,13.5778,NORMAL,"sensor_17, sensor_7, sensor_15"
2,150,FD001,13.613,NORMAL,"sensor_11, sensor_4, sensor_21"
2,151,FD001,17.9227,NORMAL,"sensor_7, sensor_17, sensor_8"
2,152,FD001,11.5091,NORMAL,"sensor_9, sensor_8, sensor_3"
2,153,FD001,16.3837,NORMAL,"sensor_3, sensor_8, sensor_20"
2,154,FD001,36.276,NORMAL,"sensor_6, sensor_4, sensor_7"
2,155,FD001,28.8285,NORMAL,"sensor_14, sensor_3, sensor_13"
2,156,FD001,33.0517,NORMAL,"sensor_7, sensor_3, sensor_20"
2,157,FD001,27.0091,NORMAL,"sensor_9, sensor_21, sensor_11"
2,158,FD001,23.5015,NORMAL,"sensor_11, sensor_15, sensor_7"
2,159,FD001,14.0878,NORMAL,"sensor_13, sensor_2, sensor_3"
2,160,FD001,12.6222,NORMAL,"sensor_11, sensor_4, sensor_15"
2,161,FD001,10.1978,NORMAL,"sensor_15, sensor_11, sensor_4"
2,162,FD001,19.3753,NORMAL,"sensor_15, sensor_2, sensor_14"
2,163,FD001,17.8164,NORMAL,"sensor_12, sensor_2, sensor_8"
2,164,FD001,22.8218,NORMAL,"sensor_8, sensor_2, sensor_17"
2,165,FD001,20.5375,NORMAL,"sensor_13, sensor_14, sensor_7"
2,166,FD001,21.7048,NORMAL,"sensor_4, sensor_20, sensor_2"
