unit_id,cycle,dataset,anomaly_score,status,top_abnormal_sensors
1,30,FD001,77.4029,NORMAL,"sensor_17, sensor_14, sensor_13"
1,31,FD001,48.4029,NORMAL,"sensor_14, sensor_9, sensor_3"
1,32,FD001,28.6026,NORMAL,"sensor_7, sensor_21, sensor_11"
1,33,FD001,37.0704,NORMAL,"sensor_20, sensor_15, sensor_4"
1,34,FD001,69.7397,NORMAL,"sensor_20, sensor_11, sensor_12"
1,35,FD001,66.4776,NORMAL,"sensor_20, sensor_14, sensor_13"
1,36,FD001,27.1242,NORMAL,"sensor_4, sensor_8, sensor_3"
1,37,FD001,15.0647,NORMAL,"sensor_3, sensor_9, sensor_2"
1,38,FD001,36.6972,NORMAL,"sensor_8, sensor_12, sensor_21"
1,39,FD001,60.0843,NORMAL,"sensor_11, sensor_20, sensor_7"
1,40,FD001,13.3828,NORMAL,"sensor_15, sensor_13, sensor_12"
1,41,FD001,71.9112,NORMAL,"sensor_7, sensor_11, sensor_20"
1,42,FD001,18.7679,NORMAL,"sensor_11, sensor_9, sensor_8"
1,43,FD001,88.3282,WARNING,"sensor_12, sensor_4, sensor_7"
1,44,FD001,22.7958,NORMAL,"sensor_13, sensor_11, sensor_21"
1,45,FD001,69.1871,NORMAL,"sensor_17, sensor_12, sensor_2"
1,46,FD001,9.4518,NORMAL,"sensor_17, sensor_9, sensor_2"
1,47,FD001,44.3362,NORMAL,"sensor_3, sensor_21, sensor_14"
1,48,FD001,21.8312,NORMAL,"sensor_9, sensor_15, sensor_2"
1,49,FD001,41.457,NORMAL,"sensor_12, sensor_4, sensor_14"
1,50,FD001,16.1068,NORMAL,"sensor_2, sensor_13, sensor_20"
1,51,FD001,72.6819,NORMAL,"sensor_15, sensor_8, sensor_11"
1,52,FD001,91.9539,WARNING,"sensor_7, sensor_17, sensor_4"
1,53,FD001,2.598,NORMAL,"sensor_3, sensor_14, sensor_15"
1,54,FD001,60.2879,NORMAL,"sensor_21, sensor_3, sensor_12"
1,55,FD001,15.1035,NORMAL,"sensor_13, sensor_20, sensor_7"
1,56,FD001,89.1474,WARNING,"sensor_20, sensor_8, sensor_9"
1,57,FD001,4.0764,NORMAL,"sensor_7, sensor_12, sensor_13"
1,58,FD001,69.2986,NORMAL,"sensor_17, sensor_8, sensor_2"
1,59,FD001,88.8469,WARNING,"sensor_12, sensor_3, sensor_21"
1,60,FD001,24.2257,NORMAL,"sensor_15, sensor_17, sensor_11"
1,61,FD001,24.0803,NORMAL,"sensor_8, sensor_13, sensor_4"
1,62,FD001,43.5994,NORMAL,"sensor_13, sensor_8, sensor_21"
1,63,FD001,94.6149,WARNING,"sensor_11, sensor_4, sensor_17"
1,64,FD001,18.3462,NORMAL,"sensor_14, sensor_9, sensor_11"
1,65,FD001,54.3551,NORMAL,"sensor_13, sensor_11, sensor_9"
1,66,FD001,60.5254,NORMAL,"sensor_9, sensor_11, sensor_15"
1,67,FD001,45.7855,NORMAL,"sensor_12, sensor_14, sensor_15"
1,68,FD001,0.9743,NORMAL,"sensor_2, sensor_3, sensor_4"
1,69,FD001,16.9066,NORMAL,"sensor_7, sensor_3, sensor_14"
1,70,FD001,12.457,NORMAL,"sensor_21, sensor_13, sensor_8"
1,71,FD001,35.1801,NORMAL,"sensor_8, sensor_20, sensor_14"
1,72,FD001,17.7306,NORMAL,"sensor_4, sensor_3, sensor_15"
1,73,FD001,42.2956,NORMAL,"sensor_4, sensor_20, sensor_3"
1,74,FD001,68.3341,NORMAL,"sensor_2, sensor_13, sensor_11"
1,75,FD001,90.8778,WARNING,"sensor_15, sensor_4, sensor_9"
1,76,FD001,94.8233,WARNING,"sensor_17, sensor_14, sensor_9"
1,77,FD001,46.8809,NORMAL,"sensor_17, sensor_21, sensor_7"
1,78,FD001,81.9156,NORMAL,"sensor_15, sensor_13, sensor_12"
1,79,FD001,17.2847,NORMAL,"sensor_17, sensor_21, sensor_14"
1,80,FD001,53.9334,NORMAL,"sensor_11, sensor_4, sensor_3"
1,81,FD001,31.5545,NORMAL,"sensor_8, sensor_14, sensor_20"
1,82,FD001,23.4259,NORMAL,"sensor_21, sensor_8, sensor_11"
1,83,FD001,29.9598,NORMAL,"sensor_4, sensor_11, sensor_7"
1,84,FD001,12.2389,NORMAL,"sensor_20, sensor_4, sensor_21"
1,85,FD001,78.0767,NORMAL,"sensor_12, sensor_8, sensor_9"
1,86,FD001,48.6259,NORMAL,"sensor_21, sensor_17, sensor_2"
1,87,FD001,47.3074,NORMAL,"sensor_4, sensor_8, sensor_12"
1,88,FD001,49.6437,NORMAL,"sensor_15, sensor_3, sensor_7"
1,89,FD001,4.629,NORMAL,"sensor_9, sensor_14, sensor_15"
1,90,FD001,93.2965,WARNING,"sensor_7, sensor_21, sensor_4"
1,91,FD001,73.2781,NORMAL,"sensor_20, sensor_17, sensor_13"
1,92,FD001,41.7721,NORMAL,"sensor_2, sensor_8, sensor_4"
1,93,FD001,25.0206,NORMAL,"sensor_3, sensor_21, sensor_2"
1,94,FD001,11.9965,NORMAL,"sensor_8, sensor_20, sensor_9"
1,95,FD001,91.3674,WARNING,"sensor_13, sensor_3, sensor_20"
1,96,FD001,14.4346,NORMAL,"sensor_4, sensor_7, sensor_14"
1,97,FD001,57.3264,NORMAL,"sensor_3, sensor_14, sensor_9"
1,98,FD001,94.3725,WARNING,"sensor_12, sensor_7, sensor_14"
1,99,FD001,15.2053,NORMAL,"sensor_21, sensor_13, sensor_9"
1,100,FD001,49.8522,NORMAL,"sensor_11, sensor_21, sensor_7"
1,101,FD001,85.8708,WARNING,"sensor_9, sensor_14, sensor_11"
1,102,FD001,35.9653,NORMAL,"sensor_8, sensor_9, sensor_15"
1,103,FD001,77.4417,NORMAL,"sensor_14, sensor_20, sensor_9"
1,104,FD001,18.1814,NORMAL,"sensor_12, sensor_15, sensor_11"
1,105,FD001,23.8234,NORMAL,"sensor_14, sensor_11, sensor_17"
1,106,FD001,19.1169,NORMAL,"sensor_15, sensor_20, sensor_2"
1,107,FD001,35.2625,NORMAL,"sensor_17, sensor_3, sensor_20"
1,108,FD001,94.0769,WARNING,"sensor_2, sensor_13, sensor_7"
1,109,FD001,37.4679,NORMAL,"sensor_15, sensor_13, sensor_4"
1,110,FD001,45.7806,NORMAL,"sensor_21, sensor_13, sensor_15"
1,111,FD001,41.4813,NORMAL,"sensor_21, sensor_13, sensor_11"
1,112,FD001,23.3968,NORMAL,"sensor_11, sensor_8, sensor_7"
1,113,FD001,14.4879,NORMAL,"sensor_13, sensor_7, sensor_9"
1,114,FD001,22.8927,NORMAL,"sensor_9, sensor_7, sensor_13"
1,115,FD001,8.051,NORMAL,"sensor_3, sensor_12, sensor_14"
1,116,FD001,69.9433,NORMAL,"sensor_3, sensor_14, sensor_13"
1,117,FD001,96.4035,WARNING,"sensor_17, sensor_21, sensor_12"
1,118,FD001,10.1982,NORMAL,"sensor_14, sensor_2, sensor_12"
1,119,FD001,60.6757,NORMAL,"sensor_9, sensor_3, sensor_14"
1,120,FD001,13.0823,NORMAL,"sensor_15, sensor_2, sensor_14"
1,121,FD001,95.7491,WARNING,"sensor_9, sensor_20, sensor_4"
1,122,FD001,78.4548,NORMAL,"sensor_2, sensor_8, sensor_12"
1,123,FD001,88.1877,WARNING,"sensor_7, sensor_2, sensor_13"
1,124,FD001,47.4916,NORMAL,"sensor_7, sensor_15, sensor_9"
1,125,FD001,40.0562,NORMAL,"sensor_11, sensor_7, sensor_20"
1,126,FD001,58.383,NORMAL,"sensor_4, sensor_8, sensor_3"
1,127,FD001,24.2838,NORMAL,"sensor_15, sensor_4, sensor_11"
1,128,FD001,54.801,NORMAL,"sensor_12, sensor_9, sensor_13"
1,129,FD001,39.6636,NORMAL,"sensor_12, sensor_15, sensor_2"
1,130,FD001,64.5049,NORMAL,"sensor_15, sensor_14, sensor_17"
1,131,FD001,60.4188,NORMAL,"sensor_17, sensor_21, sensor_11"
1,132,FD001,74.9794,NORMAL,"sensor_20, sensor_3, sensor_8"
1,133,FD001,45.0487,NORMAL,"sensor_20, sensor_12, sensor_7"
1,134,FD001,5.4336,NORMAL,"sensor_11, sensor_4, sensor_3"
1,135,FD001,37.6424,NORMAL,"sensor_11, sensor_12, sensor_17"
1,136,FD001,75.6144,NORMAL,"sensor_21, sensor_8, sensor_7"
1,137,FD001,37.4437,NORMAL,"sensor_11, sensor_9, sensor_3"
1,138,FD001,57.147,NORMAL,"sensor_13, sensor_20, sensor_21"
1,139,FD001,66.1868,NORMAL,"sensor_14, sensor_12, sensor_8"
1,140,FD001,80.0397,NORMAL,"sensor_7, sensor_13, sensor_9"
1,141,FD001,79.1964,NORMAL,"sensor_14, sensor_4, sensor_15"
1,142,FD001,74.1506,NORMAL,"sensor_12, sensor_3, sensor_17"
1,143,FD001,2.1473,NORMAL,"sensor_4, sensor_21, sensor_3"
1,144,FD001,16.228,NORMAL,"sensor_8, sensor_2, sensor_15"
1,145,FD001,35.0007,NORMAL,"sensor_17, sensor_21, sensor_20"
1,146,FD001,24.468,NORMAL,"sensor_3, sensor_17, sensor_7"
1,147,FD001,61.4076,NORMAL,"sensor_11, sensor_9, sensor_2"
1,148,FD001,18.9521,NORMAL,"sensor_9, sensor_15, sensor_17"
1,149,FD001,46.8034,NORMAL,"sensor_11, sensor_9, sensor_15"
1,150,FD001,55.8286,NORMAL,"sensor_13, sensor_12, sensor_15"
1,151,FD001,33.8859,NORMAL,"sensor_20, sensor_13, sensor_7"
1,152,FD001,91.1589,WARNING,"sensor_4, sensor_14, sensor_12"
1,153,FD001,4.9973,NORMAL,"sensor_21, sensor_20, sensor_3"
1,154,FD001,3.1215,NORMAL,"sensor_15, sensor_20, sensor_3"
1,155,FD001,4.5611,NORMAL,"sensor_14, sensor_12, sensor_15"
1,156,FD001,83.9707,NORMAL,"sensor_8, sensor_4, sensor_3"
1,157,FD001,68.1596,NORMAL,"sensor_2, sensor_17, sensor_3"
1,158,FD001,19.9409,NORMAL,"sensor_13, sensor_21, sensor_15"
1,159,FD001,8.8556,NORMAL,"sensor_13, sensor_7, sensor_11"
1,160,FD001,91.9926,WARNING,"sensor_2, sensor_20, sensor_17"
1,161,FD001,1.0082,NORMAL,"sensor_21, sensor_12, sensor_11"
1,162,FD001,56.2745,NORMAL,"sensor_15, sensor_21, sensor_4"
1,163,FD001,83.0789,NORMAL,"sensor_21, sensor_15, sensor_11"
1,164,FD001,34.9523,NORMAL,"sensor_13, sensor_7, sensor_3"
1,165,FD001,62.9683,NORMAL,"sensor_9, sensor_4, sensor_11"
1,166,FD001,71.4313,NORMAL,"sensor_14, sensor_12, sensor_8"
1,167,FD001,24.7104,NORMAL,"sensor_8, sensor_13, sensor_21"
1,168,FD001,74.8582,NORMAL,"sensor_9, sensor_2, sensor_12"
1,169,FD001,24.3662,NORMAL,"sensor_9, sensor_8, sensor_3"
1,170,FD001,6.8198,NORMAL,"sensor_17, sensor_13, sensor_7"
1,171,FD001,43.74,NORMAL,"sensor_11, sensor_12, sensor_17"
1,172,FD001,74.7177,NORMAL,"sensor_11, sensor_7, sensor_15"
1,173,FD001,13.7851,NORMAL,"sensor_4, sensor_15, sensor_17"
1,174,FD001,83.7332,NORMAL,"sensor_21, sensor_3, sensor_15"
1,175,FD001,34.3027,NORMAL,"sensor_3, sensor_2, sensor_7"
1,176,FD001,6.4757,NORMAL,"sensor_12, sensor_4, sensor_11"
1,177,FD001,67.8687,NORMAL,"sensor_17, sensor_2, sensor_3"
1,178,FD001,20.8279,NORMAL,"sensor_14, sensor_3, sensor_4"
1,179,FD001,77.4756,NORMAL,"sensor_20, sensor_8, sensor_13"
1,180,FD001,97.6201,CRITICAL,"sensor_20, sensor_13, sensor_21"
1,181,FD001,88.9923,WARNING,"sensor_20, sensor_17, sensor_14"
1,182,FD001,75.0182,NORMAL,"sensor_2, sensor_15, sensor_8"
1,183,FD001,5.7341,NORMAL,"sensor_7, sensor_8, sensor_4"
1,184,FD001,95.5601,WARNING,"sensor_4, sensor_21, sensor_7"
1,185,FD001,31.758,NORMAL,"sensor_8, sensor_11, sensor_14"
1,186,FD001,55.8577,NORMAL,"sensor_9, sensor_14, sensor_15"
1,187,FD001,86.7433,WARNING,"sensor_12, sensor_11, sensor_8"
1,188,FD001,44.1665,NORMAL,"sensor_21, sensor_8, sensor_9"
1,189,FD001,66.6909,NORMAL,"sensor_13, sensor_7, sensor_2"
1,190,FD001,79.2788,NORMAL,"sensor_11, sensor_13, sensor_17"
1,191,FD001,39.6394,NORMAL,"sensor_17, sensor_12, sensor_2"
1,192,FD001,48.272,NORMAL,"sensor_9, sensor_21, sensor_14"
2,1,FD001,0.2739,NORMAL,insufficient_history
2,2,FD001,0.984,NORMAL,insufficient_history
2,3,FD001,19.6888,NORMAL,insufficient_history
2,4,FD001,82.6911,NORMAL,insufficient_history
2,5,FD001,68.019,NORMAL,insufficient_history
2,6,FD001,86.8353,NORMAL,insufficient_history
2,7,FD001,66.2983,NORMAL,insufficient_history
2,8,FD001,69.6961,NORMAL,insufficient_history
2,9,FD001,65.6682,NORMAL,insufficient_history
2,10,FD001,89.4237,WARNING,"sensor_21, sensor_12, sensor_9"
2,11,FD001,87.1456,WARNING,"sensor_15, sensor_20, sensor_13"
2,12,FD001,81.8962,NORMAL,"sensor_9, sensor_12, sensor_8"
2,13,FD001,92.4386,WARNING,"sensor_20, sensor_8, sensor_11"
2,14,FD001,94.7845,WARNING,"sensor_12, sensor_9, sensor_20"
2,15,FD001,90.776,WARNING,"sensor_7, sensor_17, sensor_15"
2,16,FD001,71.3635,NORMAL,"sensor_14, sensor_11, sensor_4"
2,17,FD001,99.0936,CRITICAL,"sensor_7, sensor_13, sensor_4"
2,18,FD001,45.6885,NORMAL,"sensor_12, sensor_3, sensor_14"
2,19,FD001,28.0646,NORMAL,"sensor_3, sensor_7, sensor_9"
2,20,FD001,31.4624,NORMAL,"sensor_13, sensor_2, sensor_21"
2,21,FD001,65.421,NORMAL,"sensor_20, sensor_21, sensor_11"
2,22,FD001,24.1675,NORMAL,"sensor_12, sensor_8, sensor_14"
2,23,FD001,94.3483,WARNING,"sensor_21, sensor_17, sensor_4"
2,24,FD001,18.7727,NORMAL,"sensor_7, sensor_20, sensor_13"
2,25,FD001,13.7754,NORMAL,"sensor_9, sensor_2, sensor_3"
2,26,FD001,57.6705,NORMAL,"sensor_15, sensor_3, sensor_20"
2,27,FD001,58.4315,NORMAL,"sensor_9, sensor_11, sensor_8"
2,28,FD001,64.0638,NORMAL,"sensor_11, sensor_17, sensor_13"
2,29,FD001,5.2445,NORMAL,"sensor_17, sensor_14, sensor_9"
2,30,FD001,31.9858,NORMAL,"sensor_3, sensor_15, sensor_2"
2,31,FD001,61.7469,NORMAL,"sensor_15, sensor_14, sensor_20"
2,32,FD001,31.8404,NORMAL,"sensor_9, sensor_2, sensor_17"
2,33,FD001,16.6836,NORMAL,"sensor_17, sensor_7, sensor_14"
2,34,FD001,47.3947,NORMAL,"sensor_9, sensor_20, sensor_11"
2,35,FD001,97.528,CRITICAL,"sensor_21, sensor_17, sensor_2"
2,36,FD001,23.169,NORMAL,"sensor_2, sensor_15, sensor_14"
2,37,FD001,34.3464,NORMAL,"sensor_8, sensor_15, sensor_12"
2,38,FD001,10.3049,NORMAL,"sensor_13, sensor_2, sensor_4"
2,39,FD001,19.7179,NORMAL,"sensor_12, sensor_9, sensor_13"
2,40,FD001,13.9208,NORMAL,"sensor_20, sensor_9, sensor_4"
2,41,FD001,51.1269,NORMAL,"sensor_21, sensor_2, sensor_8"
2,42,FD001,89.6951,WARNING,"sensor_8, sensor_15, sensor_9"
2,43,FD001,46.3041,NORMAL,"sensor_11, sensor_12, sensor_4"
2,44,FD001,2.7871,NORMAL,"sensor_13, sensor_4, sensor_8"
2,45,FD001,21.1236,NORMAL,"sensor_17, sensor_14, sensor_3"
2,46,FD001,66.4195,NORMAL,"sensor_3, sensor_12, sensor_17"
2,47,FD001,85.6817,WARNING,"sensor_7, sensor_11, sensor_2"
2,48,FD001,73.1036,NORMAL,"sensor_20, sensor_13, sensor_3"
2,49,FD001,64.3061,NORMAL,"sensor_2, sensor_20, sensor_17"
2,50,FD001,36.101,NORMAL,"sensor_13, sensor_4, sensor_12"
2,51,FD001,25.2193,NORMAL,"sensor_11, sensor_21, sensor_7"
2,52,FD001,98.4344,CRITICAL,"sensor_6, sensor_2, sensor_4"
2,53,FD001,61.6936,NORMAL,"sensor_11, sensor_21, sensor_8"
2,54,FD001,62.4109,NORMAL,"sensor_4, sensor_14, sensor_9"
2,55,FD001,97.7946,CRITICAL,"sensor_6, sensor_4, sensor_9"
2,56,FD001,63.5306,NORMAL,"sensor_12, sensor_4, sensor_14"
2,57,FD001,92.2108,WARNING,"sensor_7, sensor_13, sensor_12"
2,58,FD001,65.2804,NORMAL,"sensor_11, sensor_15, sensor_14"
2,59,FD001,36.8717,NORMAL,"sensor_8, sensor_12, sensor_2"
2,60,FD001,65.0817,NORMAL,"sensor_17, sensor_12, sensor_14"
2,61,FD001,69.1435,NORMAL,"sensor_21, sensor_7, sensor_9"
2,62,FD001,84.3682,NORMAL,"sensor_3, sensor_12, sensor_15"
2,63,FD001,78.5081,NORMAL,"sensor_3, sensor_9, sensor_20"
2,64,FD001,43.7352,NORMAL,"sensor_13, sensor_2, sensor_4"
2,65,FD001,97.9497,CRITICAL,"sensor_6, sensor_20, sensor_11"
2,66,FD001,15.942,NORMAL,"sensor_14, sensor_8, sensor_12"
2,67,FD001,91.5419,WARNING,"sensor_11, sensor_8, sensor_17"
2,68,FD001,19.65,NORMAL,"sensor_8, sensor_2, sensor_3"
2,69,FD001,28.6608,NORMAL,"sensor_2, sensor_11, sensor_13"
2,70,FD001,39.6103,NORMAL,"sensor_3, sensor_14, sensor_2"
2,71,FD001,81.2224,NORMAL,"sensor_14, sensor_13, sensor_21"
2,72,FD001,21.6276,NORMAL,"sensor_20, sensor_21, sensor_4"
2,73,FD001,95.2644,WARNING,"sensor_17, sensor_12, sensor_14"
2,74,FD001,91.823,WARNING,"sensor_6, sensor_7, sensor_9"
2,75,FD001,99.9758,CRITICAL,"sensor_13, sensor_6, sensor_4"
2,76,FD001,95.5649,WARNING,"sensor_15, sensor_20, sensor_13"
2,77,FD001,78.9637,NORMAL,"sensor_15, sensor_11, sensor_21"
2,78,FD001,63.1331,NORMAL,"sensor_21, sensor_9, sensor_17"
2,79,FD001,95.7685,WARNING,"sensor_21, sensor_17, sensor_20"
2,80,FD001,78.8813,NORMAL,"sensor_12, sensor_2, sensor_3"
2,81,FD001,69.6573,NORMAL,"sensor_3, sensor_4, sensor_11"
2,82,FD001,79.4532,NORMAL,"sensor_15, sensor_20, sensor_4"
2,83,FD001,89.4625,WARNING,"sensor_9, sensor_8, sensor_17"
2,84,FD001,85.4152,WARNING,"sensor_13, sensor_2, sensor_11"
2,85,FD001,94.0478,WARNING,"sensor_6, sensor_8, sensor_13"
2,86,FD001,17.7839,NORMAL,"sensor_3, sensor_20, sensor_12"
2,87,FD001,91.4207,WARNING,"sensor_17, sensor_14, sensor_21"
2,88,FD001,79.4872,NORMAL,"sensor_11, sensor_6, sensor_14"
2,89,FD001,85.1243,WARNING,"sensor_17, sensor_13, sensor_20"
2,90,FD001,83.3115,NORMAL,"sensor_12, sensor_4, sensor_20"
2,91,FD001,50.4629,NORMAL,"sensor_7, sensor_9, sensor_14"
2,92,FD001,88.6288,WARNING,"sensor_21, sensor_20, sensor_6"
2,93,FD001,83.835,NORMAL,"sensor_3, sensor_4, sensor_8"
2,94,FD001,78.1785,NORMAL,"sensor_11, sensor_14, sensor_12"
2,95,FD001,90.902,WARNING,"sensor_14, sensor_2, sensor_15"
2,96,FD001,95.2256,WARNING,"sensor_12, sensor_15, sensor_3"
2,97,FD001,27.037,NORMAL,"sensor_15, sensor_13, sensor_2"
2,98,FD001,90.4707,WARNING,"sensor_2, sensor_12, sensor_21"
2,99,FD001,56.1,NORMAL,"sensor_17, sensor_20, sensor_15"
2,100,FD001,79.0946,NORMAL,"sensor_17, sensor_20, sensor_12"
2,101,FD001,60.2201,NORMAL,"sensor_7, sensor_11, sensor_8"
2,102,FD001,87.1989,WARNING,"sensor_6, sensor_4, sensor_2"
2,103,FD001,89.4431,WARNING,"sensor_8, sensor_4, sensor_14"
2,104,FD001,37.2158,NORMAL,"sensor_17, sensor_7, sensor_13"
2,105,FD001,11.4149,NORMAL,"sensor_11, sensor_9, sensor_7"
2,106,FD001,97.019,CRITICAL,"sensor_15, sensor_9, sensor_7"
2,107,FD001,91.7406,WARNING,"sensor_21, sensor_15, sensor_2"
2,108,FD001,57.2779,NORMAL,"sensor_20, sensor_3, sensor_4"
2,109,FD001,92.5258,WARNING,"sensor_7, sensor_8, sensor_14"
2,110,FD001,2.8743,NORMAL,"sensor_15, sensor_11, sensor_17"
2,111,FD001,95.5116,WARNING,"sensor_15, sensor_3, sensor_9"
2,112,FD001,12.9368,NORMAL,"sensor_11, sensor_9, sensor_2"
2,113,FD001,48.0394,NORMAL,"sensor_9, sensor_4, sensor_21"
2,114,FD001,21.647,NORMAL,"sensor_7, sensor_3, sensor_11"
2,115,FD001,33.3527,NORMAL,"sensor_17, sensor_21, sensor_11"
2,116,FD001,68.0626,NORMAL,"sensor_11, sensor_12, sensor_14"
2,117,FD001,15.9808,NORMAL,"sensor_15, sensor_2, sensor_17"
2,118,FD001,36.7796,NORMAL,"sensor_13, sensor_21, sensor_15"
2,119,FD001,48.7858,NORMAL,"sensor_20, sensor_2, sensor_4"
2,120,FD001,88.4591,WARNING,"sensor_12, sensor_8, sensor_3"
2,121,FD001,54.9319,NORMAL,"sensor_13, sensor_8, sensor_4"
2,122,FD001,37.1092,NORMAL,"sensor_7, sensor_13, sensor_14"
2,123,FD001,36.3288,NORMAL,"sensor_14, sensor_3, sensor_21"
2,124,FD001,22.1269,NORMAL,"sensor_12, sensor_11, sensor_8"
2,125,FD001,34.3803,NORMAL,"sensor_9, sensor_2, sensor_7"
2,126,FD001,13.1937,NORMAL,"sensor_8, sensor_15, sensor_7"
2,127,FD001,67.2241,NORMAL,"sensor_13, sensor_15, sensor_17"
2,128,FD001,97.654,CRITICAL,"sensor_6, sensor_2, sensor_3"
2,129,FD001,92.7779,WARNING,"sensor_6, sensor_8, sensor_21"
2,130,FD001,64.5243,NORMAL,"sensor_4, sensor_9, sensor_17"
2,131,FD001,60.9714,NORMAL,"sensor_11, sensor_4, sensor_7"
2,132,FD001,86.467,WARNING,"sensor_8, sensor_17, sensor_21"
2,133,FD001,98.4926,CRITICAL,"sensor_12, sensor_21, sensor_3"
2,134,FD001,94.8573,WARNING,"sensor_15, sensor_17, sensor_6"
2,135,FD001,86.8014,WARNING,"sensor_14, sensor_3, sensor_9"
2,136,FD001,92.5307,WARNING,"sensor_17, sensor_11, sensor_12"
2,137,FD001,86.0986,WARNING,"sensor_15, sensor_11, sensor_4"
2,138,FD001,89.0262,WARNING,"sensor_20, sensor_7, sensor_9"
2,139,FD001,36.4548,NORMAL,"sensor_3, sensor_12, sensor_21"
2,140,FD001,96.0593,WARNING,"sensor_13, sensor_3, sensor_9"
2,141,FD001,67.1756,NORMAL,"sensor_11, sensor_17, sensor_15"
2,142,FD001,45.1117,NORMAL,"sensor_2, sensor_8, sensor_21"
2,143,FD001,46.9148,NORMAL,"sensor_20, sensor_12, sensor_17"
2,144,FD001,36.5276,NORMAL,"sensor_20, sensor_21, sensor_7"
2,145,FD001,90.839,WARNING,"sensor_14, sensor_8, sensor_21"
2,146,FD001,8.9138,NORMAL,"sensor_9, sensor_4, sensor_2"
2,147,FD001,53.3711,NORMAL,"sensor_4, sensor_11, sensor_21"
2,148,FD001,25.2048,NORMAL,"sensor_2, sensor_20, sensor_12"
2,149,FD001,20.1105,NORMAL,"sensor_17, sensor_7, sensor_15"
2,150,FD001,78.7844,NORMAL,"sensor_11, sensor_4, sensor_21"
2,151,FD001,72.8321,NORMAL,"sensor_7, sensor_17, sensor_8"
2,152,FD001,7.2318,NORMAL,"sensor_9, sensor_8, sensor_3"
2,153,FD001,91.9878,WARNING,"sensor_3, sensor_8, sensor_20"
2,154,FD001,94.9687,WARNING,"sensor_6, sensor_4, sensor_7"
2,155,FD001,71.9354,NORMAL,"sensor_14, sensor_3, sensor_13"
2,156,FD001,51.6504,NORMAL,"sensor_7, sensor_3, sensor_20"
2,157,FD001,97.4989,CRITICAL,"sensor_9, sensor_21, sensor_11"
2,158,FD001,53.2984,NORMAL,"sensor_11, sensor_15, sensor_7"
2,159,FD001,65.4888,NORMAL,"sensor_13, sensor_2, sensor_3"
2,160,FD001,62.4449,NORMAL,"sensor_11, sensor_4, sensor_15"
2,161,FD001,37.7345,NORMAL,"sensor_15, sensor_11, sensor_4"
2,162,FD001,80.3645,NORMAL,"sensor_15, sensor_2, sensor_14"
2,163,FD001,81.4163,NORMAL,"sensor_12, sensor_2, sensor_8"
2,164,FD001,68.4262,NORMAL,"sensor_8, sensor_2, sensor_17"
2,165,FD001,60.5594,NORMAL,"sensor_13, sensor_14, sensor_7"
2,166,FD001,33.2946,NORMAL,"sensor_4, sensor_20, sensor_2"
2,167,FD001,26.5474,NORMAL,"sensor_14, sensor_9, sensor_20"
2,168,FD001,35.8247,NORMAL,"sensor_3, sensor_17, sensor_21"
2,169,FD001,53.662,NORMAL,"sensor_3, sensor_7, sensor_13"
2,170,FD001,79.0122,NORMAL,"sensor_3, sensor_9, sensor_17"
2,171,FD001,14.4443,NORMAL,"sensor_21, sensor_4, sensor_14"
2,172,FD001,84.247,NORMAL,"sensor_20, sensor_11, sensor_12"
2,173,FD001,11.1774,NORMAL,"sensor_7, sensor_12, sensor_2"
